ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url,DiscountPercentage
5944,740,800.0,730.0,https://www.bigbasket.com/media/uploads/p/l/137936_11-taj-mahal-tea.jpg,1.0,3,196,https://www.bigbasket.com/pd/137936/taj-mahal-tea-1-kg-carton/,8.75
5944,740,410.0,391.0,https://www.bigbasket.com/media/uploads/p/l/266564_11-taj-mahal-tea.jpg,500.0,3,196,https://www.bigbasket.com/pd/266564/taj-mahal-tea-500-g/,4.634146341463414
4951,740,90.0,90.0,https://www.bigbasket.com/media/uploads/p/l/266597_12-taj-mahal-rich-flavourful-tea.jpg,100.0,3,196,https://www.bigbasket.com/pd/266597/taj-mahal-rich-flavourful-tea-100-g/,0.0
5944,740,220.0,220.0,https://www.bigbasket.com/media/uploads/p/l/266551_8-taj-mahal-tea.jpg,250.0,3,196,https://www.bigbasket.com/pd/266551/taj-mahal-tea-250-g/,0.0
3161,274,31.82,24.5,https://www.bigbasket.com/media/uploads/p/l/10000144_13-fresho-ladies-finger.jpg,500.0,7,34,https://www.bigbasket.com/pd/10000144/fresho-ladies-finger-500-g/,23.004399748585797
3161,274,63.64,49.0,https://www.bigbasket.com/media/uploads/p/l/10000142_16-fresho-ladies-finger.jpg,1.0,7,34,https://www.bigbasket.com/pd/10000142/fresho-ladies-finger-1-kg/,23.004399748585797
3161,274,15.91,12.25,https://www.bigbasket.com/media/uploads/p/l/10000143_14-fresho-ladies-finger.jpg,250.0,7,34,https://www.bigbasket.com/pd/10000143/fresho-ladies-finger-250-g/,23.004399748585797
1906,588,105.0,105.0,https://www.bigbasket.com/media/uploads/p/l/265378_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,400.0,9,260,https://www.bigbasket.com/pd/265378/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-400-g/,0.0
1893,588,285.0,256.5,https://www.bigbasket.com/media/uploads/p/l/256652_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,1.0,9,260,https://www.bigbasket.com/pd/256652/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-12-kg/,10.0
1906,588,1390.0,1223.2,https://www.bigbasket.com/media/uploads/p/l/40021902_16-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,6.0,9,260,https://www.bigbasket.com/pd/40021902/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-6-kg/,11.999999999999996
1906,588,725.0,562.0,https://www.bigbasket.com/media/uploads/p/l/30005107_17-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,3.0,9,260,https://www.bigbasket.com/pd/30005107/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-3-kg/,22.482758620689655
1906,588,3160.0,2686.0,https://www.bigbasket.com/media/uploads/p/l/30005108_18-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,15.0,9,260,https://www.bigbasket.com/pd/30005108/pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs-15-kg/,15.0
